Indicador,Data,Reuniao,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
Selic,2025-08-29,R5/2027,10.4269,10.5,0.8693000000000001,9.0,12.5,26,1
Selic,2025-08-29,R5/2027,11.0167,11.0,1.1082,9.0,15.0,96,0
Selic,2025-08-29,R4/2027,10.7333,10.5,0.8009000000000001,9.5,12.5,30,1
Selic,2025-08-29,R4/2027,11.2543,11.0,1.0231,9.0,15.0,115,0
Selic,2025-08-29,R3/2027,11.0403,11.0,0.7883,10.0,13.0,31,1
Selic,2025-08-29,R3/2027,11.4915,11.5,0.9775,9.5,15.0,118,0
Selic,2025-08-29,R2/2027,11.3145,11.5,0.7698,10.0,13.0,31,1
Selic,2025-08-29,R2/2027,11.7331,11.75,0.937,9.5,15.0,118,0
Selic,2025-08-29,R1/2027,11.6294,11.75,0.7717,10.0,13.25,31,1
Selic,2025-08-29,R1/2027,12.0213,12.0,0.8945000000000001,9.5,15.0,118,0
Selic,2025-08-29,R8/2026,12.0432,12.0,0.9317000000000001,10.0,15.0,37,1
Selic,2025-08-29,R8/2026,12.3279,12.5,0.8862,9.5,15.0,136,0
Selic,2025-08-29,R7/2026,12.2225,12.25,0.9311,10.0,15.0,36,1
Selic,2025-08-29,R7/2026,12.5039,12.5,0.8697,9.5,15.0,132,0
Selic,2025-08-29,R6/2026,12.4722,12.5,0.9369000000000001,10.0,15.0,36,1
Selic,2025-08-29,R6/2026,12.7519,12.75,0.8525,10.0,15.0,132,0
Selic,2025-08-29,R5/2026,12.8194,13.0,0.9622,10.0,15.0,36,1
Selic,2025-08-29,R5/2026,13.0758,13.0,0.8371000000000001,10.0,15.0,132,0
Selic,2025-08-29,R4/2026,13.2667,13.25,0.8987,10.5,15.0,36,1
Selic,2025-08-29,R4/2026,13.4818,13.5,0.7772,10.5,15.0,132,0
Selic,2025-08-29,R3/2026,13.7639,13.75,0.7614000000000001,11.5,15.0,36,1
Selic,2025-08-29,R3/2026,13.917300000000001,14.0,0.6722,11.5,15.0,133,0
Selic,2025-08-29,R2/2026,14.2292,14.25,0.5874,12.5,15.0,36,1
Selic,2025-08-29,R2/2026,14.3252,14.5,0.5274,12.5,15.0,133,0
Selic,2025-08-29,R1/2026,14.6284,14.75,0.4053,13.5,15.0,37,1
Selic,2025-08-29,R1/2026,14.6791,14.75,0.37360000000000004,13.5,15.0001,134,0
Selic,2025-08-29,R8/2025,14.8851,15.0,0.1892,14.5,15.0,37,1
Selic,2025-08-29,R8/2025,14.8993,15.0,0.20500000000000002,14.0,15.0001,139,0
Selic,2025-08-29,R7/2025,14.9959,15.0,0.0441,14.75,15.1,37,1
Selic,2025-08-29,R7/2025,14.986,15.0,0.0734,14.5,15.1,136,0
Selic,2025-08-29,R6/2025,15.0027,15.0,0.0162,15.0,15.1,37,1
Selic,2025-08-29,R6/2025,15.0007,15.0,0.0085,15.0,15.1,136,0
Selic,2025-08-28,R5/2027,10.9462,10.75,1.0629,9.0,15.0,65,1
Selic,2025-08-28,R5/2027,11.0182,11.0,1.1035,9.0,15.0,96,0
Selic,2025-08-28,R4/2027,11.2365,11.0,0.982,9.5,15.0,74,1
Selic,2025-08-28,R4/2027,11.2609,11.25,1.0185,9.0,15.0,115,0
Selic,2025-08-28,R3/2027,11.4638,11.5,0.9483,10.0,15.0,76,1
Selic,2025-08-28,R3/2027,11.5,11.5,0.9764,9.5,15.0,118,0
Selic,2025-08-28,R2/2027,11.6908,11.625,0.904,10.0,15.0,76,1
Selic,2025-08-28,R2/2027,11.7415,12.0,0.9371,9.5,15.0,118,0
Selic,2025-08-28,R1/2027,11.9539,12.0,0.8743000000000001,10.0,15.0,76,1
Selic,2025-08-28,R1/2027,12.0297,12.0,0.8956000000000001,9.5,15.0,118,0
Selic,2025-08-28,R8/2026,12.2651,12.25,0.9112,10.0,15.0,83,1
Selic,2025-08-28,R8/2026,12.3346,12.5,0.8887,9.5,15.0,136,0
Selic,2025-08-28,R7/2026,12.4477,12.5,0.8937,10.0,15.0,81,1
Selic,2025-08-28,R7/2026,12.5114,12.5,0.8729,9.5,15.0,132,0
Selic,2025-08-28,R6/2026,12.713,12.75,0.9113,10.0,15.0,81,1
Selic,2025-08-28,R6/2026,12.7595,12.75,0.8569,10.0,15.0,132,0
Selic,2025-08-28,R5/2026,13.0494,13.0,0.9098,10.0,15.0,81,1
Selic,2025-08-28,R5/2026,13.0833,13.0,0.8442000000000001,10.0,15.0,132,0
Selic,2025-08-28,R4/2026,13.4506,13.5,0.8538,10.5,15.0,81,1
Selic,2025-08-28,R4/2026,13.4886,13.5,0.7839,10.5,15.0,132,0
Selic,2025-08-28,R3/2026,13.8933,14.0,0.7231000000000001,11.5,15.0,82,1
Selic,2025-08-28,R3/2026,13.9248,14.0,0.6786,11.5,15.0,133,0
Selic,2025-08-28,R2/2026,14.3122,14.5,0.5646,12.5,15.0,82,1
Selic,2025-08-28,R2/2026,14.3316,14.5,0.532,12.5,15.0,133,0
Selic,2025-08-28,R1/2026,14.656600000000001,14.75,0.3952,13.5,15.0001,83,1
Selic,2025-08-28,R1/2026,14.6791,14.75,0.37360000000000004,13.5,15.0001,134,0
Selic,2025-08-28,R8/2025,14.8821,15.0,0.21730000000000002,14.0,15.1,84,1
Selic,2025-08-28,R8/2025,14.9,15.0,0.20550000000000002,14.0,15.1,139,0
Selic,2025-08-28,R7/2025,14.9893,15.0,0.0668,14.5,15.1,84,1
Selic,2025-08-28,R7/2025,14.986,15.0,0.0734,14.5,15.1,136,0
Selic,2025-08-28,R6/2025,15.0,15.0,0.0,15.0,15.0,84,1
Selic,2025-08-28,R6/2025,15.0,15.0,0.0,15.0,15.0,136,0
Selic,2025-08-27,R5/2027,10.9743,11.0,1.0839,9.0,15.0,68,1
Selic,2025-08-27,R5/2027,11.0182,11.0,1.1035,9.0,15.0,96,0
Selic,2025-08-27,R4/2027,11.25,11.0,1.0097,9.0,15.0,77,1
Selic,2025-08-27,R4/2027,11.2672,11.25,1.0164,9.0,15.0,116,0
Selic,2025-08-27,R3/2027,11.4842,11.5,0.9550000000000001,10.0,15.0,79,1
Selic,2025-08-27,R3/2027,11.5042,11.5,0.9734,9.5,15.0,119,0
Selic,2025-08-27,R2/2027,11.7057,11.75,0.9147000000000001,10.0,15.0,79,1
Selic,2025-08-27,R2/2027,11.7437,12.0,0.9334,9.5,15.0,119,0
Selic,2025-08-27,R1/2027,11.9778,12.0,0.868,10.0,15.0,79,1
Selic,2025-08-27,R1/2027,12.0294,12.0,0.8918,9.5,15.0,119,0
Selic,2025-08-27,R8/2026,12.2849,12.375,0.9087000000000001,10.0,15.0,86,1
Selic,2025-08-27,R8/2026,12.3321,12.5,0.8859,9.5,15.0,137,0
Selic,2025-08-27,R7/2026,12.4614,12.5,0.8959,10.0,15.0,84,1
Selic,2025-08-27,R7/2026,12.5095,12.5,0.8699,9.5,15.0,133,0
Selic,2025-08-27,R6/2026,12.7232,12.75,0.9161,10.0,15.0,84,1
Selic,2025-08-27,R6/2026,12.7594,12.75,0.8537,10.0,15.0,133,0
Selic,2025-08-27,R5/2026,13.0655,13.0,0.913,10.0,15.0,84,1
Selic,2025-08-27,R5/2026,13.0846,13.0,0.8412000000000001,10.0,15.0,133,0
Selic,2025-08-27,R4/2026,13.4643,13.5,0.8575,10.5,15.0,84,1
Selic,2025-08-27,R4/2026,13.4906,13.5,0.7812,10.5,15.0,133,0
Selic,2025-08-27,R3/2026,13.9029,14.0,0.7287,11.5,15.0,85,1
Selic,2025-08-27,R3/2026,13.9272,14.0,0.6767000000000001,11.5,15.0,134,0
Selic,2025-08-27,R2/2026,14.3129,14.5,0.5681,12.5,15.0,85,1
Selic,2025-08-27,R2/2026,14.3347,14.5,0.5312,12.5,15.0,134,0
Selic,2025-08-27,R1/2026,14.657,14.75,0.40540000000000004,13.5,15.0001,86,1
Selic,2025-08-27,R1/2026,14.6815,14.75,0.37320000000000003,13.5,15.0001,135,0
Selic,2025-08-27,R8/2025,14.8776,15.0,0.231,14.0,15.1,87,1
Selic,2025-08-27,R8/2025,14.9007,15.0,0.2049,14.0,15.1,140,0
Selic,2025-08-27,R7/2025,14.9839,15.0,0.0839,14.5,15.1,87,1
Selic,2025-08-27,R7/2025,14.9861,15.0,0.0732,14.5,15.1,137,0
Selic,2025-08-27,R6/2025,15.0,15.0,0.0,15.0,15.0,87,1
Selic,2025-08-27,R6/2025,15.0,15.0,0.0,15.0,15.0,137,0
Selic,2025-08-26,R5/2027,10.9739,11.0,1.092,9.0,15.0,67,1
Selic,2025-08-26,R5/2027,11.0182,11.0,1.1035,9.0,15.0,96,0
Selic,2025-08-26,R4/2027,11.263,11.0,1.0128,9.0,15.0,77,1
Selic,2025-08-26,R4/2027,11.2672,11.25,1.0164,9.0,15.0,116,0
Selic,2025-08-26,R3/2027,11.5032,11.5,0.96,10.0,15.0,79,1
Selic,2025-08-26,R3/2027,11.5042,11.5,0.9734,9.5,15.0,119,0
Selic,2025-08-26,R2/2027,11.7247,12.0,0.9257000000000001,10.0,15.0,79,1
Selic,2025-08-26,R2/2027,11.7437,12.0,0.9334,9.5,15.0,119,0
Selic,2025-08-26,R1/2027,11.9905,12.0,0.8755000000000001,10.0,15.0,79,1
Selic,2025-08-26,R1/2027,12.0294,12.0,0.8918,9.5,15.0,119,0
Selic,2025-08-26,R8/2026,12.2907,12.375,0.9117000000000001,10.0,15.0,86,1
Selic,2025-08-26,R8/2026,12.3321,12.5,0.8859,9.5,15.0,137,0
Selic,2025-08-26,R7/2026,12.4674,12.5,0.8978,10.0,15.0,84,1
Selic,2025-08-26,R7/2026,12.5095,12.5,0.8699,9.5,15.0,133,0
Selic,2025-08-26,R6/2026,12.7232,12.75,0.9161,10.0,15.0,84,1
Selic,2025-08-26,R6/2026,12.7594,12.75,0.8537,10.0,15.0,133,0
Selic,2025-08-26,R5/2026,13.0595,13.0,0.9117000000000001,10.0,15.0,84,1
Selic,2025-08-26,R5/2026,13.0846,13.0,0.8412000000000001,10.0,15.0,133,0
Selic,2025-08-26,R4/2026,13.4613,13.5,0.857,10.5,15.0,84,1
Selic,2025-08-26,R4/2026,13.4906,13.5,0.7812,10.5,15.0,133,0
Selic,2025-08-26,R3/2026,13.9029,14.0,0.7287,11.5,15.0,85,1
Selic,2025-08-26,R3/2026,13.9272,14.0,0.6767000000000001,11.5,15.0,134,0
Selic,2025-08-26,R2/2026,14.3159,14.5,0.5684,12.5,15.0,85,1
Selic,2025-08-26,R2/2026,14.3347,14.5,0.5312,12.5,15.0,134,0
Selic,2025-08-26,R1/2026,14.6628,14.75,0.4066,13.5,15.0001,86,1
Selic,2025-08-26,R1/2026,14.6815,14.75,0.37320000000000003,13.5,15.0001,135,0
Selic,2025-08-26,R8/2025,14.8818,15.0,0.22690000000000002,14.0,15.1,88,1
Selic,2025-08-26,R8/2025,14.9025,15.0,0.2025,14.0,15.1,140,0
Selic,2025-08-26,R7/2025,14.9869,15.0,0.0796,14.5,15.1,88,1
Selic,2025-08-26,R7/2025,14.988,15.0,0.0703,14.5,15.1,137,0
Selic,2025-08-26,R6/2025,15.0,15.0,0.0,15.0,15.0,88,1
Selic,2025-08-26,R6/2025,15.0,15.0,0.0,15.0,15.0,137,0
Selic,2025-08-25,R5/2027,10.9808,11.0,1.0966,9.0,15.0,65,1
Selic,2025-08-25,R5/2027,11.0237,11.0,1.108,9.0,15.0,95,0
Selic,2025-08-25,R4/2027,11.2533,11.125,1.0094,9.0,15.0,76,1
Selic,2025-08-25,R4/2027,11.2696,11.25,1.0205,9.0,15.0,115,0
Selic,2025-08-25,R3/2027,11.4684,11.5,0.9649000000000001,9.5,15.0,79,1
Selic,2025-08-25,R3/2027,11.5042,11.5,0.9775,9.5,15.0,118,0
Selic,2025-08-25,R2/2027,11.6994,12.0,0.9408000000000001,9.5,15.0,79,1
Selic,2025-08-25,R2/2027,11.7458,12.0,0.9371,9.5,15.0,118,0
Selic,2025-08-25,R1/2027,11.962,12.0,0.9072,9.5,15.0,79,1
Selic,2025-08-25,R1/2027,12.0339,12.0,0.8943000000000001,9.5,15.0,118,0
Selic,2025-08-25,R8/2026,12.2616,12.375,0.9561000000000001,9.5,15.0,86,1
Selic,2025-08-25,R8/2026,12.3382,12.5,0.8862,9.5,15.0,136,0
Selic,2025-08-25,R7/2026,12.4346,12.5,0.9558000000000001,9.5,15.0,84,1
Selic,2025-08-25,R7/2026,12.5171,12.5,0.8688,9.5,15.0,132,0
Selic,2025-08-25,R6/2026,12.6935,12.75,0.9624,10.0,15.0,84,1
Selic,2025-08-25,R6/2026,12.7652,12.75,0.8543000000000001,10.0,15.0,132,0
Selic,2025-08-25,R5/2026,13.0387,13.0,0.9492,10.0,15.0,84,1
Selic,2025-08-25,R5/2026,13.089,13.0,0.8428,10.0,15.0,132,0
Selic,2025-08-25,R4/2026,13.4464,13.5,0.8831,10.5,15.0,84,1
Selic,2025-08-25,R4/2026,13.4943,13.5,0.783,10.5,15.0,132,0
Selic,2025-08-25,R3/2026,13.8941,14.0,0.7489,11.5,15.0,85,1
Selic,2025-08-25,R3/2026,13.9305,14.0,0.6782,11.5,15.0,133,0
Selic,2025-08-25,R2/2026,14.31,14.5,0.5742,12.5,15.0,85,1
Selic,2025-08-25,R2/2026,14.3372,14.5,0.5324,12.5,15.0,133,0
Selic,2025-08-25,R1/2026,14.6657,14.75,0.4081,13.5,15.0001,86,1
Selic,2025-08-25,R1/2026,14.6828,14.75,0.3743,13.5,15.0001,134,0
Selic,2025-08-25,R8/2025,14.8818,15.0,0.22690000000000002,14.0,15.1,88,1
Selic,2025-08-25,R8/2025,14.9018,15.0,0.2031,14.0,15.1,139,0
Selic,2025-08-25,R7/2025,14.9869,15.0,0.0796,14.5,15.1,88,1
Selic,2025-08-25,R7/2025,14.9879,15.0,0.07060000000000001,14.5,15.1,136,0
Selic,2025-08-25,R6/2025,15.0,15.0,0.0,15.0,15.0,88,1
Selic,2025-08-25,R6/2025,15.0,15.0,0.0,15.0,15.0,136,0
Selic,2025-08-22,R5/2027,10.942,11.0,1.0718,9.0,15.0,69,1
Selic,2025-08-22,R5/2027,11.008,11.0,1.1033,9.0,15.0,94,0
Selic,2025-08-22,R4/2027,11.1975,11.0,1.0044,9.0,15.0,81,1
Selic,2025-08-22,R4/2027,11.2565,11.25,1.0143,9.0,15.0,115,0
Selic,2025-08-22,R3/2027,11.4256,11.5,0.9604,9.5,15.0,84,1
Selic,2025-08-22,R3/2027,11.4936,11.5,0.9734,9.5,15.0,118,0
Selic,2025-08-22,R2/2027,11.6726,11.875,0.9362,9.5,15.0,84,1
Selic,2025-08-22,R2/2027,11.7373,12.0,0.9348000000000001,9.5,15.0,118,0
Selic,2025-08-22,R1/2027,11.9494,12.0,0.9061,9.5,15.0,84,1
Selic,2025-08-22,R1/2027,12.0275,12.0,0.8936000000000001,9.5,15.0,118,0
Selic,2025-08-22,R8/2026,12.2472,12.375,0.9298000000000001,9.5,15.0,90,1
Selic,2025-08-22,R8/2026,12.3412,12.5,0.8852000000000001,9.5,15.0,137,0
Selic,2025-08-22,R7/2026,12.4263,12.5,0.924,9.5,15.0,88,1
Selic,2025-08-22,R7/2026,12.5208,12.5,0.867,9.5,15.0,133,0
Selic,2025-08-22,R6/2026,12.693200000000001,12.75,0.9291,10.0,15.0,88,1
Selic,2025-08-22,R6/2026,12.7707,12.75,0.8524,10.0,15.0,133,0
Selic,2025-08-22,R5/2026,13.0398,13.0,0.9208000000000001,10.0,15.0,88,1
Selic,2025-08-22,R5/2026,13.094,13.0,0.8405,10.0,15.0,133,0
Selic,2025-08-22,R4/2026,13.4489,13.5,0.8604,10.5,15.0,88,1
Selic,2025-08-22,R4/2026,13.4981,13.5,0.7813,10.5,15.0,133,0
Selic,2025-08-22,R3/2026,13.8961,14.0,0.7371000000000001,11.5,15.0,89,1
Selic,2025-08-22,R3/2026,13.9328,14.0,0.6769000000000001,11.5,15.0,134,0
Selic,2025-08-22,R2/2026,14.3073,14.5,0.5700000000000001,12.5,15.0,89,1
Selic,2025-08-22,R2/2026,14.3403,14.5,0.5325,12.5,15.0,134,0
Selic,2025-08-22,R1/2026,14.6556,14.75,0.41090000000000004,13.5,15.0001,90,1
Selic,2025-08-22,R1/2026,14.6833,14.75,0.37420000000000003,13.5,15.0001,135,0
Selic,2025-08-22,R8/2025,14.8788,15.0,0.2295,14.0,15.1,92,1
Selic,2025-08-22,R8/2025,14.9043,15.0,0.2023,14.0,15.1,140,0
Selic,2025-08-22,R7/2025,14.9848,15.0,0.08170000000000001,14.5,15.1,92,1
Selic,2025-08-22,R7/2025,14.988,15.0,0.0703,14.5,15.1,137,0
Selic,2025-08-22,R6/2025,15.0,15.0,0.0,15.0,15.0,92,1
Selic,2025-08-22,R6/2025,15.0,15.0,0.0,15.0,15.0,137,0
Selic,2025-08-21,R5/2027,10.9191,10.875,0.9995,9.0,12.5,34,1
Selic,2025-08-21,R5/2027,11.0181,11.0,1.0209,9.0,15.0,69,0
Selic,2025-08-21,R4/2027,11.1026,11.0,0.9349000000000001,9.0,12.5,39,1
Selic,2025-08-21,R4/2027,11.3389,11.5,1.0107,9.0,15.0,104,0
Selic,2025-08-21,R3/2027,11.4024,11.5,0.8711000000000001,9.5,12.75,41,1
Selic,2025-08-21,R3/2027,11.5625,11.5,0.9784,9.5,15.0,108,0
Selic,2025-08-21,R2/2027,11.7134,12.0,0.8705,9.5,13.0,41,1
Selic,2025-08-21,R2/2027,11.8079,12.0,0.9662000000000001,9.5,15.0,108,0
Selic,2025-08-21,R1/2027,12.0305,12.0,0.8175,9.5,13.5,41,1
Selic,2025-08-21,R1/2027,12.088,12.0,0.9467000000000001,9.5,15.0,108,0
Selic,2025-08-21,R8/2026,12.3191,12.5,0.8778,9.5,14.0,47,1
Selic,2025-08-21,R8/2026,12.4103,12.5,0.9385,9.5,15.0,128,0
Selic,2025-08-21,R7/2026,12.4891,12.5,0.9148000000000001,9.5,14.5,46,1
Selic,2025-08-21,R7/2026,12.5807,12.5,0.9302,9.5,15.0,124,0
Selic,2025-08-21,R6/2026,12.75,12.75,0.9149,10.25,15.0,46,1
Selic,2025-08-21,R6/2026,12.8306,12.75,0.915,10.0,15.0,124,0
Selic,2025-08-21,R5/2026,13.0924,13.0,0.9154,10.5,15.0,46,1
Selic,2025-08-21,R5/2026,13.1552,13.0,0.8944000000000001,10.0,15.0,124,0
Selic,2025-08-21,R4/2026,13.5109,13.5,0.8421000000000001,11.0,15.0,46,1
Selic,2025-08-21,R4/2026,13.5484,13.5,0.8277,10.5,15.0,124,0
Selic,2025-08-21,R3/2026,13.9239,14.0,0.7069000000000001,12.0,15.0,46,1
Selic,2025-08-21,R3/2026,13.9657,14.0,0.7102,11.5,15.0,124,0
Selic,2025-08-21,R2/2026,14.3152,14.375,0.5378000000000001,13.0,15.0,46,1
Selic,2025-08-21,R2/2026,14.3629,14.5,0.5548000000000001,12.5,15.0,124,0
Selic,2025-08-21,R1/2026,14.6596,14.75,0.40090000000000003,13.5,15.0,47,1
Selic,2025-08-21,R1/2026,14.688,14.75,0.379,13.5,15.0,125,0
Selic,2025-08-21,R8/2025,14.875,15.0,0.25,14.0,15.0,48,1
Selic,2025-08-21,R8/2025,14.9065,15.0,0.201,14.0,15.0,131,0
Selic,2025-08-21,R7/2025,14.9688,15.0,0.1097,14.5,15.0,48,1
Selic,2025-08-21,R7/2025,14.9863,15.0,0.07200000000000001,14.5,15.0,128,0
Selic,2025-08-21,R6/2025,15.0,15.0,0.0,15.0,15.0,48,1
Selic,2025-08-21,R6/2025,15.0,15.0,0.0,15.0,15.0,128,0
Selic,2025-08-20,R5/2027,10.9032,10.75,0.904,9.25,12.5,31,1
Selic,2025-08-20,R5/2027,11.0257,11.0,0.9825,9.25,15.0,68,0
Selic,2025-08-20,R4/2027,11.1447,11.0,0.8422000000000001,9.75,12.5,38,1
Selic,2025-08-20,R4/2027,11.3317,11.375,0.9942000000000001,9.5,15.0,104,0
Selic,2025-08-20,R3/2027,11.4188,11.5,0.8280000000000001,9.5,12.5,40,1
Selic,2025-08-20,R3/2027,11.5509,11.5,0.9782000000000001,9.5,15.0,108,0
Selic,2025-08-20,R2/2027,11.731300000000001,12.0,0.8223,9.5,13.0,40,1
Selic,2025-08-20,R2/2027,11.8079,12.0,0.9566,9.5,15.0,108,0
Selic,2025-08-20,R1/2027,12.0125,12.0,0.8081,9.5,13.5,40,1
Selic,2025-08-20,R1/2027,12.0833,12.0,0.9459000000000001,9.5,15.0,108,0
Selic,2025-08-20,R8/2026,12.2935,12.5,0.8634000000000001,9.5,14.0,46,1
Selic,2025-08-20,R8/2026,12.4162,12.5,0.932,9.5,15.0,128,0
Selic,2025-08-20,R7/2026,12.4556,12.5,0.8949,9.5,14.5,45,1
Selic,2025-08-20,R7/2026,12.5908,12.5,0.9225000000000001,9.5,15.0,124,0
Selic,2025-08-20,R6/2026,12.7167,12.75,0.8923000000000001,10.25,15.0,45,1
Selic,2025-08-20,R6/2026,12.8488,13.0,0.9074000000000001,10.0,15.0,124,0
Selic,2025-08-20,R5/2026,13.0444,13.0,0.8918,10.5,15.0,45,1
Selic,2025-08-20,R5/2026,13.1754,13.0,0.8884000000000001,10.0,15.0,124,0
Selic,2025-08-20,R4/2026,13.4667,13.5,0.8158000000000001,11.0,15.0,45,1
Selic,2025-08-20,R4/2026,13.5706,13.5,0.8209000000000001,10.5,15.0,124,0
Selic,2025-08-20,R3/2026,13.8889,14.0,0.6761,12.0,15.0,45,1
