Indicador,Data,Reuniao,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
Selic,2025-07-29,R7/2026,12.6601,12.75,1.0897000000000001,9.5,15.0,75,1
Selic,2025-07-29,R7/2026,12.6193,12.5,0.9375,9.5,15.0,130,0
Selic,2025-07-29,R6/2026,12.9233,13.0,1.0575,10.0,15.0,75,1
Selic,2025-07-29,R6/2026,12.875,13.0,0.92,10.0,15.0,130,0
Selic,2025-07-29,R5/2026,13.24,13.25,1.0507,10.0,15.0,75,1
Selic,2025-07-29,R5/2026,13.2192,13.25,0.9083,10.0,15.0,130,0
Selic,2025-07-29,R4/2026,13.61,13.75,0.9576,10.5,15.0,75,1
Selic,2025-07-29,R4/2026,13.6154,13.75,0.835,10.5,15.0,130,0
Selic,2025-07-29,R3/2026,14.0233,14.0,0.7991,11.5,15.0,75,1
Selic,2025-07-29,R3/2026,14.0442,14.0,0.7135,11.5,15.0,130,0
Selic,2025-07-29,R2/2026,14.4033,14.5,0.6095,12.5,15.0,75,1
Selic,2025-07-29,R2/2026,14.4327,14.5,0.5588000000000001,12.5,15.0,130,0
Selic,2025-07-29,R1/2026,14.6941,15.0,0.4108,13.5,15.0,76,1
Selic,2025-07-29,R1/2026,14.717600000000001,15.0,0.3776,13.5,15.0,131,0
Selic,2025-07-29,R8/2025,14.8961,15.0,0.222,14.0,15.0,77,1
Selic,2025-07-29,R8/2025,14.913,15.0,0.19790000000000002,14.0,15.0,135,0
Selic,2025-07-29,R7/2025,14.9838,15.0,0.0839,14.5,15.0,77,1
Selic,2025-07-29,R7/2025,14.985,15.0,0.0736,14.5,15.0,133,0
Selic,2025-07-29,R6/2025,15.0,15.0,0.0,15.0,15.0,77,1
Selic,2025-07-29,R6/2025,15.0,15.0,0.0,15.0,15.0,133,0
Selic,2025-07-29,R5/2025,15.0,15.0,0.0,15.0,15.0,77,1
Selic,2025-07-29,R5/2025,15.0,15.0,0.0,15.0,15.0,133,0
Selic,2025-07-28,R4/2027,11.3902,11.5,1.0976,9.5,15.0,66,1
Selic,2025-07-28,R4/2027,11.2929,11.25,1.0405,9.0,15.0,105,0
Selic,2025-07-28,R3/2027,11.587,11.5,1.1244,9.5,15.0,69,1
Selic,2025-07-28,R3/2027,11.5495,11.5,1.0375,9.5,15.0,111,0
Selic,2025-07-28,R2/2027,11.8152,12.0,1.1314,9.5,15.0,69,1
Selic,2025-07-28,R2/2027,11.8076,12.0,1.0167,9.5,15.0,112,0
Selic,2025-07-28,R1/2027,12.0906,12.0,1.1164,9.5,15.0,69,1
Selic,2025-07-28,R1/2027,12.0915,12.0,0.9865,9.5,15.0,112,0
Selic,2025-07-28,R8/2026,12.4563,12.5,1.0981,9.5,15.0,80,1
Selic,2025-07-28,R8/2026,12.431,12.5,0.9563,9.5,15.0,134,0
Selic,2025-07-28,R7/2026,12.671,12.75,1.0646,9.5,15.0,79,1
Selic,2025-07-28,R7/2026,12.6193,12.5,0.9375,9.5,15.0,130,0
Selic,2025-07-28,R6/2026,12.9304,13.0,1.0311,10.0,15.0,79,1
Selic,2025-07-28,R6/2026,12.875,13.0,0.92,10.0,15.0,130,0
Selic,2025-07-28,R5/2026,13.2437,13.25,1.0227,10.0,15.0,79,1
Selic,2025-07-28,R5/2026,13.2192,13.25,0.9083,10.0,15.0,130,0
Selic,2025-07-28,R4/2026,13.6076,13.75,0.9377000000000001,10.5,15.0,79,1
Selic,2025-07-28,R4/2026,13.6154,13.75,0.835,10.5,15.0,130,0
Selic,2025-07-28,R3/2026,14.0253,14.0,0.7821,11.5,15.0,79,1
Selic,2025-07-28,R3/2026,14.0442,14.0,0.7135,11.5,15.0,130,0
Selic,2025-07-28,R2/2026,14.4146,14.5,0.6018,12.5,15.0,79,1
Selic,2025-07-28,R2/2026,14.4327,14.5,0.5588000000000001,12.5,15.0,130,0
Selic,2025-07-28,R1/2026,14.7,15.0,0.4,13.5,15.0,80,1
Selic,2025-07-28,R1/2026,14.717600000000001,15.0,0.3776,13.5,15.0,131,0
Selic,2025-07-28,R8/2025,14.9012,15.0,0.2029,14.0,15.0,81,1
Selic,2025-07-28,R8/2025,14.913,15.0,0.19790000000000002,14.0,15.0,135,0
Selic,2025-07-28,R7/2025,14.9877,15.0,0.0669,14.5,15.0,81,1
Selic,2025-07-28,R7/2025,14.985,15.0,0.0736,14.5,15.0,133,0
Selic,2025-07-28,R6/2025,15.0,15.0,0.0,15.0,15.0,81,1
Selic,2025-07-28,R6/2025,15.0,15.0,0.0,15.0,15.0,133,0
Selic,2025-07-28,R5/2025,15.0,15.0,0.0,15.0,15.0,81,1
Selic,2025-07-28,R5/2025,15.0,15.0,0.0,15.0,15.0,133,0
Selic,2025-07-25,R4/2027,11.3272,11.375,1.115,9.5,15.0,68,1
Selic,2025-07-25,R4/2027,11.3028,11.25,1.035,9.0,15.0,109,0
Selic,2025-07-25,R3/2027,11.5387,11.5,1.135,9.5,15.0,71,1
Selic,2025-07-25,R3/2027,11.5647,11.5,1.0303,9.5,15.0,116,0
Selic,2025-07-25,R2/2027,11.7852,12.0,1.13,9.5,15.0,71,1
Selic,2025-07-25,R2/2027,11.8222,12.0,1.0066,9.5,15.0,117,0
Selic,2025-07-25,R1/2027,12.0739,12.0,1.1112,9.5,15.0,71,1
Selic,2025-07-25,R1/2027,12.1047,12.0,0.9752000000000001,9.5,15.0,117,0
Selic,2025-07-25,R8/2026,12.4524,12.5,1.1036,9.5,15.0,84,1
Selic,2025-07-25,R8/2026,12.4357,12.5,0.9446,9.5,15.0,140,0
Selic,2025-07-25,R7/2026,12.6465,12.625,1.0583,9.5,15.0,82,1
Selic,2025-07-25,R7/2026,12.6232,12.5,0.9249,9.5,15.0,136,0
Selic,2025-07-25,R6/2026,12.9085,13.0,1.0267,10.0,15.0,82,1
Selic,2025-07-25,R6/2026,12.875,13.0,0.9095000000000001,10.0,15.0,136,0
Selic,2025-07-25,R5/2026,13.2317,13.25,1.0172,10.0,15.0,82,1
Selic,2025-07-25,R5/2026,13.2169,13.25,0.9023,10.0,15.0,136,0
Selic,2025-07-25,R4/2026,13.6067,13.75,0.9281,10.5,15.0,82,1
Selic,2025-07-25,R4/2026,13.6176,13.75,0.8275,10.5,15.0,136,0
Selic,2025-07-25,R3/2026,14.0335,14.0,0.7748,11.5,15.0,82,1
Selic,2025-07-25,R3/2026,14.0496,14.0,0.707,11.5,15.0,136,0
Selic,2025-07-25,R2/2026,14.4268,14.5,0.5966,12.5,15.0,82,1
Selic,2025-07-25,R2/2026,14.4412,14.5,0.5543,12.5,15.0,136,0
Selic,2025-07-25,R1/2026,14.7108,15.0,0.3967,13.5,15.0,83,1
Selic,2025-07-25,R1/2026,14.7226,15.0,0.372,13.5,15.0,137,0
Selic,2025-07-25,R8/2025,14.9059,15.0,0.19920000000000002,14.0,15.0,85,1
Selic,2025-07-25,R8/2025,14.9155,15.0,0.1943,14.0,15.0,142,0
Selic,2025-07-25,R7/2025,14.9882,15.0,0.0654,14.5,15.0,85,1
Selic,2025-07-25,R7/2025,14.9857,15.0,0.0718,14.5,15.0,140,0
Selic,2025-07-25,R6/2025,15.0,15.0,0.0,15.0,15.0,85,1
Selic,2025-07-25,R6/2025,15.0,15.0,0.0,15.0,15.0,140,0
Selic,2025-07-25,R5/2025,15.0,15.0,0.0,15.0,15.0,85,1
Selic,2025-07-25,R5/2025,15.0,15.0,0.0,15.0,15.0,140,0
Selic,2025-07-24,R4/2027,11.1736,11.0,1.0195,9.0,15.0,72,1
Selic,2025-07-24,R4/2027,11.2476,11.25,0.9758,9.0,15.0,106,0
Selic,2025-07-24,R3/2027,11.4776,11.5,1.0884,9.5,15.0,78,1
Selic,2025-07-24,R3/2027,11.5461,11.5,1.0273,9.5,15.0,114,0
Selic,2025-07-24,R2/2027,11.734,12.0,1.0511,9.5,15.0,78,1
Selic,2025-07-24,R2/2027,11.8039,12.0,0.988,9.5,15.0,115,0
Selic,2025-07-24,R1/2027,12.0385,12.0,1.0324,9.5,15.0,78,1
Selic,2025-07-24,R1/2027,12.0891,12.0,0.9517,9.5,15.0,115,0
Selic,2025-07-24,R8/2026,12.3892,12.5,1.0484,9.5,15.0,88,1
Selic,2025-07-24,R8/2026,12.4197,12.5,0.9266000000000001,9.5,15.0,137,0
Selic,2025-07-24,R7/2026,12.5641,12.5,1.0216,9.5,15.0,86,1
Selic,2025-07-24,R7/2026,12.618500000000001,12.5,0.9138000000000001,9.5,15.0,133,0
Selic,2025-07-24,R6/2026,12.8198,13.0,0.9946,10.0,15.0,86,1
Selic,2025-07-24,R6/2026,12.8722,13.0,0.9051,10.0,15.0,133,0
Selic,2025-07-24,R5/2026,13.1599,13.25,0.9637,10.0,15.0,86,1
Selic,2025-07-24,R5/2026,13.2105,13.25,0.8948,10.0,15.0,133,0
Selic,2025-07-24,R4/2026,13.5552,13.5,0.8838,10.5,15.0,86,1
Selic,2025-07-24,R4/2026,13.6109,13.75,0.8228000000000001,10.5,15.0,133,0
Selic,2025-07-24,R3/2026,13.9884,14.0,0.7392000000000001,11.5,15.0,86,1
Selic,2025-07-24,R3/2026,14.0432,14.0,0.7034,11.5,15.0,133,0
Selic,2025-07-24,R2/2026,14.3924,14.5,0.5789000000000001,12.5,15.0,86,1
Selic,2025-07-24,R2/2026,14.4342,14.5,0.5492,12.5,15.0,133,0
Selic,2025-07-24,R1/2026,14.7011,15.0,0.3991,13.5,15.0,87,1
Selic,2025-07-24,R1/2026,14.722,15.0,0.36860000000000004,13.5,15.0,134,0
Selic,2025-07-24,R8/2025,14.9045,15.0,0.2137,14.0,15.0,89,1
Selic,2025-07-24,R8/2025,14.9191,15.0,0.1925,14.0,15.0,139,0
Selic,2025-07-24,R7/2025,14.9803,15.0,0.0857,14.5,15.0,89,1
Selic,2025-07-24,R7/2025,14.9854,15.0,0.07250000000000001,14.5,15.0,137,0
Selic,2025-07-24,R6/2025,15.0,15.0,0.0,15.0,15.0,89,1
Selic,2025-07-24,R6/2025,15.0,15.0,0.0,15.0,15.0,137,0
Selic,2025-07-24,R5/2025,15.0,15.0,0.0,15.0,15.0,89,1
Selic,2025-07-24,R5/2025,15.0,15.0,0.0,15.0,15.0,137,0
Selic,2025-07-23,R4/2027,11.1918,11.0,1.0174,9.0,15.0,73,1
Selic,2025-07-23,R4/2027,11.2453,11.25,0.9715,9.0,15.0,107,0
Selic,2025-07-23,R3/2027,11.4937,11.5,1.0893,9.5,15.0,79,1
Selic,2025-07-23,R3/2027,11.5435,11.5,1.0232,9.5,15.0,115,0
Selic,2025-07-23,R2/2027,11.7595,12.0,1.0655000000000001,9.5,15.0,79,1
Selic,2025-07-23,R2/2027,11.8034,12.0,0.9848,9.5,15.0,116,0
Selic,2025-07-23,R1/2027,12.0506,12.0,1.0345,9.5,15.0,79,1
Selic,2025-07-23,R1/2027,12.0905,12.0,0.9488000000000001,9.5,15.0,116,0
Selic,2025-07-23,R8/2026,12.3649,12.5,1.0407,9.5,15.0,87,1
Selic,2025-07-23,R8/2026,12.4167,12.5,0.9239,9.5,15.0,138,0
Selic,2025-07-23,R7/2026,12.5295,12.5,1.009,9.5,15.0,85,1
Selic,2025-07-23,R7/2026,12.6157,12.5,0.9119,9.5,15.0,134,0
Selic,2025-07-23,R6/2026,12.7765,13.0,0.9859,10.0,15.0,85,1
Selic,2025-07-23,R6/2026,12.8675,13.0,0.9033,10.0,15.0,134,0
Selic,2025-07-23,R5/2026,13.1265,13.0,0.9645,10.0,15.0,85,1
Selic,2025-07-23,R5/2026,13.209,13.25,0.8906000000000001,10.0,15.0,134,0
Selic,2025-07-23,R4/2026,13.5412,13.5,0.8935000000000001,10.5,15.0,85,1
Selic,2025-07-23,R4/2026,13.6101,13.75,0.8187000000000001,10.5,15.0,134,0
Selic,2025-07-23,R3/2026,13.9912,14.0,0.7558,11.5,15.0,85,1
Selic,2025-07-23,R3/2026,14.0448,14.0,0.6997,11.5,15.0,134,0
Selic,2025-07-23,R2/2026,14.3941,14.5,0.5858,12.5,15.0,85,1
Selic,2025-07-23,R2/2026,14.4328,14.5,0.5474,12.5,15.0,134,0
Selic,2025-07-23,R1/2026,14.7006,15.0,0.394,13.5,15.0,86,1
Selic,2025-07-23,R1/2026,14.7204,15.0,0.3665,13.5,15.0,135,0
Selic,2025-07-23,R8/2025,14.9034,15.0,0.2146,14.0,15.0,88,1
Selic,2025-07-23,R8/2025,14.9179,15.0,0.19240000000000002,14.0,15.0,140,0
Selic,2025-07-23,R7/2025,14.9773,15.0,0.08950000000000001,14.5,15.0,88,1
Selic,2025-07-23,R7/2025,14.9855,15.0,0.0723,14.5,15.0,138,0
Selic,2025-07-23,R6/2025,15.0,15.0,0.0,15.0,15.0,88,1
Selic,2025-07-23,R6/2025,15.0,15.0,0.0,15.0,15.0,138,0
Selic,2025-07-23,R5/2025,15.0,15.0,0.0,15.0,15.0,88,1
Selic,2025-07-23,R5/2025,15.0,15.0,0.0,15.0,15.0,138,0
Selic,2025-07-22,R4/2027,11.2333,11.0,0.9818,9.0,15.0,75,1
Selic,2025-07-22,R4/2027,11.2453,11.25,0.9715,9.0,15.0,107,0
Selic,2025-07-22,R3/2027,11.5625,11.5,1.0402,9.5,15.0,80,1
Selic,2025-07-22,R3/2027,11.5614,11.5,1.0096,9.5,15.0,114,0
Selic,2025-07-22,R2/2027,11.8344,12.0,1.0085,10.0,15.0,80,1
Selic,2025-07-22,R2/2027,11.8235,12.0,0.9653,10.0,15.0,115,0
Selic,2025-07-22,R1/2027,12.1281,12.0,0.9682000000000001,10.0,15.0,80,1
Selic,2025-07-22,R1/2027,12.113,12.0,0.9215000000000001,10.0,15.0,115,0
Selic,2025-07-22,R8/2026,12.4306,12.5,0.9596,10.5,15.0,90,1
Selic,2025-07-22,R8/2026,12.4361,12.5,0.8925000000000001,10.0,15.0,137,0
Selic,2025-07-22,R7/2026,12.6166,12.5,0.9199,10.5,15.0,88,1
Selic,2025-07-22,R7/2026,12.6392,12.5,0.8743000000000001,10.0,15.0,133,0
Selic,2025-07-22,R6/2026,12.8722,13.0,0.903,10.5,15.0,88,1
Selic,2025-07-22,R6/2026,12.8872,13.0,0.8776,10.0,15.0,133,0
Selic,2025-07-22,R5/2026,13.233,13.25,0.874,10.5,15.0,88,1
Selic,2025-07-22,R5/2026,13.2256,13.25,0.873,10.0,15.0,133,0
Selic,2025-07-22,R4/2026,13.630700000000001,13.625,0.8057000000000001,11.0,15.0,88,1
Selic,2025-07-22,R4/2026,13.6222,13.75,0.8097000000000001,10.5,15.0,133,0
Selic,2025-07-22,R3/2026,14.0625,14.0,0.687,12.0,15.0,88,1
Selic,2025-07-22,R3/2026,14.0526,14.0,0.6964,11.5,15.0,133,0
Selic,2025-07-22,R2/2026,14.4489,14.5,0.5305,13.0,15.0,88,1
Selic,2025-07-22,R2/2026,14.4361,14.5,0.5481,12.5,15.0,133,0
Selic,2025-07-22,R1/2026,14.7331,15.0,0.3451,13.75,15.0,89,1
Selic,2025-07-22,R1/2026,14.7183,15.0,0.367,13.5,15.0,134,0
Selic,2025-07-22,R8/2025,14.9231,15.0,0.1842,14.0,15.0,91,1
Selic,2025-07-22,R8/2025,14.917300000000001,15.0,0.19290000000000002,14.0,15.0,139,0
Selic,2025-07-22,R7/2025,14.9835,15.0,0.0723,14.5,15.0,91,1
Selic,2025-07-22,R7/2025,14.9854,15.0,0.07250000000000001,14.5,15.0,137,0
Selic,2025-07-22,R6/2025,15.0,15.0,0.0,15.0,15.0,91,1
Selic,2025-07-22,R6/2025,15.0,15.0,0.0,15.0,15.0,137,0
Selic,2025-07-22,R5/2025,15.0,15.0,0.0,15.0,15.0,91,1
Selic,2025-07-22,R5/2025,15.0,15.0,0.0,15.0,15.0,137,0
Selic,2025-07-21,R4/2027,11.2128,11.125,0.9706,9.0,15.0,74,1
Selic,2025-07-21,R4/2027,11.2453,11.25,0.9719000000000001,9.0,15.0,106,0
Selic,2025-07-21,R3/2027,11.5475,11.5,1.0281,9.5,15.0,79,1
Selic,2025-07-21,R3/2027,11.5642,11.5,1.0098,9.5,15.0,113,0
Selic,2025-07-21,R2/2027,11.8228,12.0,1.0049,10.0,15.0,79,1
Selic,2025-07-21,R2/2027,11.8263,12.0,0.9656,10.0,15.0,114,0
Selic,2025-07-21,R1/2027,12.1203,12.0,0.9685,10.0,15.0,79,1
Selic,2025-07-21,R1/2027,12.114,12.0,0.9231,10.0,15.0,114,0
Selic,2025-07-21,R8/2026,12.4306,12.5,0.9603,10.5,15.0,90,1
Selic,2025-07-21,R8/2026,12.4375,12.5,0.8956000000000001,10.0,15.0,136,0
Selic,2025-07-21,R7/2026,12.6208,12.5,0.9306000000000001,10.5,15.0,87,1
Selic,2025-07-21,R7/2026,12.6421,12.5,0.8801,10.0,15.0,132,0
Selic,2025-07-21,R6/2026,12.882200000000001,13.0,0.9167000000000001,10.5,15.0,87,1
Selic,2025-07-21,R6/2026,12.892,13.0,0.8856,10.0,15.0,132,0
Selic,2025-07-21,R5/2026,13.2471,13.25,0.8877,10.5,15.0,87,1
Selic,2025-07-21,R5/2026,13.2311,13.25,0.8821,10.0,15.0,132,0
Selic,2025-07-21,R4/2026,13.6408,13.5,0.8180000000000001,11.0,15.0,87,1
Selic,2025-07-21,R4/2026,13.625,13.75,0.8168000000000001,10.5,15.0,132,0
Selic,2025-07-21,R3/2026,14.069,14.0,0.6976,12.0,15.0,87,1
Selic,2025-07-21,R3/2026,14.053,14.0,0.7011000000000001,11.5,15.0,132,0
Selic,2025-07-21,R2/2026,14.4454,14.5,0.5326000000000001,13.0,15.0,87,1
Selic,2025-07-21,R2/2026,14.4337,14.5,0.5495,12.5,15.0,132,0
Selic,2025-07-21,R1/2026,14.733,15.0,0.3471,13.75,15.0,88,1
Selic,2025-07-21,R1/2026,14.7162,15.0,0.36760000000000004,13.5,15.0,133,0
Selic,2025-07-21,R8/2025,14.9231,15.0,0.1842,14.0,15.0,91,1
Selic,2025-07-21,R8/2025,14.9167,15.0,0.1935,14.0,15.0,138,0
Selic,2025-07-21,R7/2025,14.9833,15.0,0.0726,14.5,15.0,90,1
Selic,2025-07-21,R7/2025,14.9853,15.0,0.0728,14.5,15.0,136,0
Selic,2025-07-21,R6/2025,15.0,15.0,0.0,15.0,15.0,90,1
Selic,2025-07-21,R6/2025,15.0,15.0,0.0,15.0,15.0,136,0
Selic,2025-07-21,R5/2025,15.0,15.0,0.0,15.0,15.0,90,1
Selic,2025-07-21,R5/2025,15.0,15.0,0.0,15.0,15.0,136,0
Selic,2025-07-18,R4/2027,11.2329,11.25,0.9751000000000001,9.0,15.0,73,1
Selic,2025-07-18,R4/2027,11.2798,11.25,1.0236,9.0,15.0,109,0
Selic,2025-07-18,R3/2027,11.5673,11.5,1.0398,9.5,15.0,78,1
Selic,2025-07-18,R3/2027,11.5833,11.5,1.0444,9.5,15.0,117,0
Selic,2025-07-18,R2/2027,11.8462,12.0,1.0184,10.0,15.0,78,1
Selic,2025-07-18,R2/2027,11.8386,12.0,0.9978,10.0,15.0,118,0
Selic,2025-07-18,R1/2027,12.1442,12.0,0.9744,10.0,15.0,78,1
Selic,2025-07-18,R1/2027,12.125,12.0,0.9516,10.0,15.0,118,0
Selic,2025-07-18,R8/2026,12.4564,12.5,0.9418000000000001,10.5,15.0,86,1
Selic,2025-07-18,R8/2026,12.4504,12.5,0.9125000000000001,10.0,15.0,141,0
Selic,2025-07-18,R7/2026,12.6736,12.5,0.9178000000000001,10.5,15.0,85,1
Selic,2025-07-18,R7/2026,12.6534,12.5,0.893,10.0,15.0,137,0
Selic,2025-07-18,R6/2026,12.9353,13.0,0.9027000000000001,10.5,15.0,85,1
Selic,2025-07-18,R6/2026,12.9033,13.0,0.8936000000000001,10.0,15.0,137,0
Selic,2025-07-18,R5/2026,13.2882,13.25,0.8808,10.5,15.0,85,1
Selic,2025-07-18,R5/2026,13.2445,13.25,0.8845000000000001,10.0,15.0,137,0
Selic,2025-07-18,R4/2026,13.6676,13.75,0.8192,11.0,15.0,85,1
Selic,2025-07-18,R4/2026,13.6442,13.75,0.8132,10.5,15.0,137,0
Selic,2025-07-18,R3/2026,14.0824,14.0,0.7012,12.0,15.0,85,1
Selic,2025-07-18,R3/2026,14.073,14.0,0.6975,11.5,15.0,137,0
Selic,2025-07-18,R2/2026,14.4441,14.5,0.5333,13.0,15.0,85,1
Selic,2025-07-18,R2/2026,14.4544,14.5,0.5497000000000001,12.5,15.0,137,0
Selic,2025-07-18,R1/2026,14.7265,15.0,0.3486,13.75,15.0,85,1
Selic,2025-07-18,R1/2026,14.7264,15.0,0.3648,13.5,15.0,138,0
Selic,2025-07-18,R8/2025,14.9195,15.0,0.18760000000000002,14.0,15.0,87,1
Selic,2025-07-18,R8/2025,14.9196,15.0,0.1907,14.0,15.0,143,0
Selic,2025-07-18,R7/2025,14.9826,15.0,0.0742,14.5,15.0,86,1
Selic,2025-07-18,R7/2025,14.9858,15.0,0.07150000000000001,14.5,15.0,141,0
Selic,2025-07-18,R6/2025,15.0,15.0,0.0,15.0,15.0,86,1
Selic,2025-07-18,R6/2025,15.0,15.0,0.0,15.0,15.0,141,0
Selic,2025-07-18,R5/2025,15.0,15.0,0.0,15.0,15.0,86,1
Selic,2025-07-18,R5/2025,15.0,15.0,0.0,15.0,15.0,141,0
Selic,2025-07-17,R4/2027,11.2849,11.25,0.9532,9.5,13.0,43,1
Selic,2025-07-17,R4/2027,11.3186,11.25,1.0237,9.5,15.0,102,0
Selic,2025-07-17,R3/2027,11.5398,11.5,0.9726,9.5,13.25,44,1
Selic,2025-07-17,R3/2027,11.6261,11.5,1.0502,9.5,15.0,113,0
Selic,2025-07-17,R2/2027,11.8011,12.0,0.9676,10.0,13.5,44,1
Selic,2025-07-17,R2/2027,11.8768,12.0,1.0058,10.0,15.0,114,0
Selic,2025-07-17,R1/2027,12.0739,12.0,0.9363,10.0,13.75,44,1
Selic,2025-07-17,R1/2027,12.1469,12.0,0.9664,10.0,15.0,114,0
